-166.0000 -240.0000 178.0000 0
-165.8952 -239.6861 177.8957 1
-166.0000 -223.0000 199.0000 0
-166.0019 -223.0005 198.9977 1
-166.0000 -198.0000 185.0000 0
-166.0214 -198.0261 184.9962 1
-166.0000 -188.0000 24.0000 0
-165.9603 -188.0677 23.9455 1
-166.0000 -188.0000 119.0000 0
-166.0559 -187.9637 118.9808 1
-166.0000 -175.0000 286.0000 0
-166.0005 -174.9984 285.9999 1
-166.0000 -170.0000 175.0000 0
-165.9769 -169.9167 174.9988 1
-166.0000 -164.0000 214.0000 0
-165.9754 -164.0059 213.9877 1
-166.0000 -158.0000 3.0000 0
-166.0078 -158.0005 3.0025 1
-166.0000 -142.0000 326.0000 0
-165.9999 -141.9999 325.9998 1
-166.0000 -123.0000 195.0000 0
-166.0000 -123.0000 194.9999 1
-166.0000 -116.0000 18.0000 0
-165.9999 -115.9999 18.0000 1
-166.0000 -104.0000 123.0000 0
-165.9989 -103.9999 123.0002 1
-166.0000 -87.0000 202.0000 0
-166.0000 -87.0000 202.0000 1
-166.0000 -82.0000 95.0000 0
-165.9737 -82.0040 95.0103 1
-166.0000 -82.0000 161.0000 0
-166.0019 -82.0012 161.0009 1
-166.0000 -80.0000 291.0000 0
-165.9862 -79.9837 291.0068 1
-166.0000 -66.0000 187.0000 0
-165.9991 -66.0007 186.9980 1
-166.0000 -66.0000 215.0000 0
-165.9971 -66.0015 214.9853 1
-166.0000 -66.0000 246.0000 0
-166.0051 -65.9919 245.9991 1
-166.0000 -58.0000 288.0000 0
-165.9751 -58.0172 288.0567 1
-166.0000 -25.0000 137.0000 0
-165.9995 -24.9996 137.0000 1
-166.0000 -18.0000 -13.0000 0
-166.0039 -18.0015 -13.0019 1
-166.0000 -18.0000 322.0000 0
-166.0124 -17.9974 322.0092 1
-166.0000 -15.0000 40.0000 0
-165.9989 -14.9993 39.9988 1
-166.0000 -7.0000 228.0000 0
-165.8747 -7.0945 227.8932 1
-166.0000 10.0000 117.0000 0
-165.9997 10.0000 117.0001 1
-166.0000 11.0000 94.0000 0
-165.9960 10.9940 93.9980 1
-166.0000 24.0000 35.0000 0
-165.9341 23.9659 34.8308 1
-166.0000 28.0000 52.0000 0
-165.9599 27.9920 51.9518 1
-166.0000 31.0000 113.0000 0
-166.0022 31.0021 113.0012 1
-166.0000 47.0000 59.0000 0
-166.0193 47.0174 58.9863 1
-166.0000 51.0000 50.0000 0
-165.9986 51.0106 49.9829 1
-166.0000 57.0000 244.0000 0
-166.0007 57.0009 244.0001 1
-166.0000 62.0000 211.0000 0
-165.9980 61.9904 210.9870 1
-166.0000 64.0000 -14.0000 0
-166.0004 64.0003 -14.1507 1
-166.0000 64.0000 -8.0000 0
-166.0045 64.0034 -8.1387 1
-166.0000 69.0000 36.0000 0
-165.9332 68.8328 36.0339 1
-166.0000 76.0000 77.0000 0
-165.9996 76.0001 77.0000 1
-165.0000 -268.0000 -11.0000 0
-164.6296 -268.0000 -11.0000 1
-165.0000 -266.0000 184.0000 0
-165.0198 -265.9802 183.9307 1
-165.0000 -260.0000 296.0000 0
-165.0001 -260.4359 296.0001 1
-165.0000 -258.0000 296.0000 0
-164.9999 -258.4359 296.0003 1
-165.0000 -237.0000 177.0000 0
-164.8938 -236.6843 176.8962 1
-165.0000 -221.0000 8.0000 0
-165.3591 -221.2999 8.0959 1
-165.0000 -216.0000 127.0000 0
-165.0005 -216.0017 127.0009 1
-165.0000 -196.0000 100.0000 0
-165.0016 -195.9988 100.0021 1
-165.0000 -179.0000 33.0000 0
-164.9968 -178.9998 32.9995 1
-165.0000 -176.0000 138.0000 0
-164.9959 -175.9985 137.9991 1
-165.0000 -170.0000 121.0000 0
-164.9953 -170.0175 120.9921 1
-165.0000 -141.0000 155.0000 0
-164.9983 -140.9973 155.0005 1
-165.0000 -132.0000 128.0000 0
-165.0000 -131.9998 128.0000 1
-165.0000 -117.0000 125.0000 0
-164.9999 -117.0017 125.0003 1
-165.0000 -92.0000 280.0000 0
-165.0050 -92.0040 280.0003 1
-165.0000 -87.0000 136.0000 0
-164.9009 -86.9009 135.9509 1
-165.0000 -56.0000 27.0000 0
-165.0000 -56.0000 27.0000 1
-165.0000 -41.0000 222.0000 0
-164.7545 -41.0914 222.1534 1
-165.0000 -29.0000 35.0000 0
-164.9999 -29.0003 34.9999 1
-165.0000 -25.0000 88.0000 0
-165.0037 -24.9968 87.9987 1
-165.0000 -9.0000 21.0000 0
-165.0033 -9.0131 20.9903 1
-165.0000 1.0000 25.0000 0
-164.9250 0.9461 25.0705 1
-165.0000 20.0000 22.0000 0
-165.0049 19.9852 21.9603 1
-165.0000 22.0000 261.0000 0
-164.9971 21.9774 260.9911 1
-165.0000 30.0000 169.0000 0
-165.0000 30.0000 169.0000 1
-165.0000 32.0000 91.0000 0
-165.0009 31.9997 90.9997 1
-165.0000 54.0000 230.0000 0
-164.9793 53.9586 229.9376 1
-165.0000 56.0000 203.0000 0
-165.0564 55.9884 203.0329 1
